#NAME	2WT-2m_S1	3WT-2m_S1	5WT-2m_S2	8WT-2m_S3	9WT-2m_S4	10WT-2m_S5	2AD-2m_S6	4AD-2m_S2	5AD-2m_S7	8AD-2m_S8	9AD-2m_S9	10AD-2m_S10	2WT-6m_S11	3WT-6m_S1	5WT-6m_S12	8WT-6m_S2	9WT-6m_S3	10WT-6m_S4	2AD-6m_S5	4AD-6m_S7	5AD-6m_S6	8AD-6m_S8	9AD-6m_S9	10AD-6m_S10	2WT-12m_S1	5WT-12m_S2	6WT-12m_S4	8WT-12m_S3	9WT-12m_S5	10WT-12m_S6	2AD-12m_S7	5AD-12m_S8	6AD-12m_S9	8AD-12m_S10	9AD-12m_S11	10AD-12m_S12
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB28411;s__GGB28411_SGB40993	790	164944	46650	314254	17910	97982	39626	45578	14358	5178	11576	50650	36204	0	0	0	3586	0	3886	21902	2090	9832	4242	34036	852	0	0	0	77120	0	25364	0	10358	164926	7480	6232
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB28409;s__GGB28409_SGB40991	3516	6388	22234	9822	0	10102	31778	24374	9496	10026	27022	48214	2850	2262	2724	978	526	7494	1620	1744	4582	5610	11596	3856	844	2510	16118	1404	17874	10732	3646	0	17258	2964	6518	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB28404;s__GGB28404_SGB40986	492756	454712	250424	52662	91500	454460	28286	18352	35542	10492	47032	149026	504404	6058	291418	83056	44856	175876	70544	235770	6372	12472	0	24044	100902	88632	0	141100	14250	80702	61944	0	134710	37624	78896	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB28402;s__GGB28402_SGB40984	0	0	132186	16782	0	0	0	0	0	28298	0	0	0	0	68718	0	0	0	0	0	0	5002	0	0	0	212	0	0	0	0	0	0	0	67960	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB28399;s__GGB28399_SGB40980	45616	152596	220244	32858	4254	0	13808	21704	25238	0	0	195918	176	135376	8552	62164	15662	63548	13310	13488	0	8928	10874	74648	0	15618	28848	30	31002	5322	0	0	0	27914	7636	0
k__Bacteria;p__Firmicutes;c__CFGB9990;o__OFGB9990;f__FGB9990;g__GGB30408;s__GGB30408_SGB43438	35390	26470	615004	83048	54814	21198	134902	26476	7722	33348	46634	96970	155774	198870	158886	50592	167228	38850	19918	91522	23502	38302	44336	133478	64372	72774	618230	148748	103452	23742	88892	5154	36988	213216	69756	28714
k__Bacteria;p__Firmicutes;c__CFGB9960;o__OFGB9960;f__FGB9960;g__GGB30142;s__GGB30142_SGB43067	12410	51872	19160	2866	75494	35844	61280	42660	26660	114022	202388	227712	66630	128448	71752	2708	109616	9804	29452	45334	79878	19806	130132	9038	8770	30970	186542	19498	40248	818	15914	0	258474	92272	141480	45280
k__Bacteria;p__Firmicutes;c__CFGB9850;o__OFGB9850;f__FGB9850;g__GGB29622;s__GGB29622_SGB42426	11398	19814	281934	389996	14954	22248	0	4656	1444	14970	9622	0	16062	6476	129212	2044	7578	11826	4178	5330	16512	6400	28094	3560	1228	61254	274180	868	1980	550	614	0	6982	1790	4260	0
k__Bacteria;p__Firmicutes;c__CFGB9836;o__OFGB9836;f__FGB9836;g__GGB29546;s__GGB29546_SGB42338	0	0	4172	0	2188	1836	3566	0	0	45048	1140	2788	6126	0	1646	30084	1114	598	3506	0	0	46	0	0	0	4030	0	4746	6732	0	89626	0	354	264286	7756	0
k__Bacteria;p__Firmicutes;c__CFGB9827;o__OFGB9827;f__FGB9827;g__GGB29531;s__GGB29531_SGB42317	9926	53726	132824	91050	59968	28616	110104	38492	28614	73710	142660	132084	87254	115674	44150	45204	81222	38128	56120	60986	67684	37552	77770	60700	17680	52506	205570	44742	116282	31352	109084	1984	182742	181506	192394	45948
k__Bacteria;p__Firmicutes;c__CFGB9660;o__OFGB9660;f__FGB9660;g__GGB29004;s__GGB29004_SGB41721	349766	0	2895516	984910	1016342	825886	0	3942	412578	0	55090	775336	0	1230030	342206	844884	980	43146	0	639988	758006	3682	130058	700388	225126	332040	1029088	64638	902788	423400	0	0	0	1103488	0	547530
k__Bacteria;p__Firmicutes;c__CFGB9659;o__OFGB9659;f__FGB9659;g__GGB29003;s__GGB29003_SGB41719	208878	115776	59830	121036	149734	50904	0	5444	3692	0	6674	0	106438	0	147830	24840	65172	72736	2498	0	40122	612	3904	3826	1488	55296	0	66840	14428	26570	0	0	0	0	3264	0
k__Bacteria;p__Firmicutes;c__CFGB9658;o__OFGB9658;f__FGB9658;g__GGB29002;s__GGB29002_SGB41718	40338	48272	210328	40164	45546	102528	138146	89574	33310	28338	16432	119600	22394	52536	92426	34308	37332	38216	26934	21792	48344	20084	47868	25718	2232	5598	127444	67328	300626	9304	69082	234762	27750	6800	9172	22912
k__Bacteria;p__Firmicutes;c__CFGB9658;o__OFGB9658;f__FGB9658;g__GGB29001;s__GGB29001_SGB41717	6878	66532	8092	22844	29260	48014	28816	10170	1508	11118	11168	61264	112618	56650	17690	112070	54636	41908	30124	14426	30640	15718	4998	3086	14890	14012	22426	17890	101064	7334	42178	90800	88116	5772	18474	26672
k__Bacteria;p__Firmicutes;c__CFGB9656;o__OFGB9656;f__FGB9656;g__GGB28996;s__GGB28996_SGB41712	6910	72322	728114	52988	4904	38028	0	13612	3724	388	0	145690	82690	32906	136366	159842	59702	33906	19924	7806	11186	18608	5314	40658	8236	12274	51818	56244	372854	10734	0	617240	22934	111216	70746	16798
k__Bacteria;p__Firmicutes;c__CFGB9650;o__OFGB9650;f__FGB9650;g__GGB28980;s__GGB28980_SGB41692	150	51148	282404	14282	0	0	15742	70210	2994	65124	198124	91338	97186	13566	156864	19786	426	928	37640	17034	21040	8572	18578	19670	23282	42702	42150	36284	104868	2164	54126	0	70362	2084	97426	2126
k__Bacteria;p__Firmicutes;c__CFGB9644;o__OFGB9644;f__FGB9644;g__GGB28949;s__GGB28949_SGB41656	2262	8242	46460	14674	38932	10976	46860	8770	9978	26194	276260	41448	32382	116110	38322	21876	105598	18788	33022	15634	238518	9444	6126	63650	14050	29110	269736	26138	202026	17386	51898	668798	28424	34300	56378	34922
k__Bacteria;p__Firmicutes;c__CFGB9644;o__OFGB9644;f__FGB9644;g__GGB28949;s__GGB28949_SGB41655	26374	122134	165078	3142	86760	36036	189802	32668	0	1344	5874	11772	164130	447318	4822	18780	99980	14982	3366	49740	0	0	93358	3518	32930	968	391778	546	102216	11658	397980	0	209042	0	180040	199126
k__Bacteria;p__Firmicutes;c__CFGB9644;o__OFGB9644;f__FGB9644;g__GGB28946;s__GGB28946_SGB41652	816	0	86178	14874	29382	706	2710	318	0	506	2690	4274	3088	194	20228	9582	46204	1450	0	0	0	0	1232	11120	2534	3122	842	696	7406	2520	510	0	972	1780	968	0
k__Bacteria;p__Firmicutes;c__CFGB9644;o__OFGB9644;f__FGB9644;g__GGB28945;s__GGB28945_SGB41650	0	6244	0	2908	8102	6344	17066	6692	4960	2724	2770	9158	17578	65662	634	2582	732	3408	5034	4574	22110	3474	5330	39196	9528	4894	187658	2032	6302	8076	6544	2548490	11716	3596	9100	61010
k__Bacteria;p__Firmicutes;c__CFGB9639;o__OFGB9639;f__FGB9639;g__GGB28934;s__GGB28934_SGB41635	8240	55762	62548	61032	25436	27580	32336	8988	0	3474	28450	76434	141496	118402	55684	71280	135636	54224	8002	24338	18622	36600	4858	2870	36202	33386	40200	27924	143460	56204	8670	0	19116	28622	4726	590
k__Bacteria;p__Firmicutes;c__CFGB9636;o__OFGB9636;f__FGB9636;g__GGB28930;s__GGB28930_SGB41631	0	220912	6188	186	0	0	407960	172366	132330	516556	336874	428580	1086346	511102	317094	181604	933356	368570	76016	169038	176420	379188	418242	221600	170986	631900	823784	697116	0	333202	416440	638	1131806	4506	577084	52520
k__Bacteria;p__Firmicutes;c__CFGB9636;o__OFGB9636;f__FGB9636;g__GGB28929;s__GGB28929_SGB41629	0	0	0	221326	0	0	0	0	0	159470	0	0	0	856	0	548	0	0	0	0	0	0	1532	0	0	130710	10176	116832	2042	0	3778	0	36230	137776	2484	552
k__Bacteria;p__Firmicutes;c__CFGB9633;o__OFGB9633;f__FGB9633;g__GGB28883;s__GGB28883_SGB41564	16838	290844	0	963900	303692	244134	269076	30338	0	18858	0	0	503926	11182	0	10298	0	371404	0	0	13176	0	2370	22104	0	0	71628	135454	0	119648	12784	0	14148	17360	50112	4622
k__Bacteria;p__Firmicutes;c__CFGB9633;o__OFGB9633;f__FGB9633;g__GGB28881;s__GGB28881_SGB41561	6770	27220	1632246	63236	54384	9166	55162	21806	4414	76064	80596	55104	93696	93582	83966	42210	127270	12756	66886	23636	35540	94648	73100	41574	9308	55592	159366	31868	52846	19056	55882	0	135324	162924	65836	15630
k__Bacteria;p__Firmicutes;c__CFGB9629;o__OFGB9629;f__FGB9629;g__GGB28839;s__GGB28839_SGB41503	4650	89648	268310	14302	0	4454	7730	6388	9494	4500	16254	21362	0	13620	11292	14246	71650	27078	0	16882	184106	9588	0	19706	13346	13714	51958	25670	77694	11494	55596	0	7970	147110	3864	8506
k__Bacteria;p__Firmicutes;c__CFGB9618;o__OFGB9618;f__FGB9618;g__GGB28779;s__GGB28779_SGB41432	219884	216082	184920	80612	7290	184680	472670	106942	92882	25690	46812	57786	482512	430086	53168	157246	300470	84788	455128	236144	837904	254222	254222	525030	504526	1524	277164	55220	188520	0	39618	50	820964	376848	169416	175872
k__Bacteria;p__Firmicutes;c__CFGB9596;o__OFGB9596;f__FGB9596;g__GGB28682;s__GGB28682_SGB41310	0	0	0	0	0	0	0	0	4180	0	570096	282330	0	0	98212	0	768432	245830	0	0	175258	569244	0	146588	0	182574	0	540342	287168	109028	0	548	0	224374	922180	0
k__Bacteria;p__Firmicutes;c__CFGB9575;o__OFGB9575;f__FGB9575;g__GGB28632;s__GGB28632_SGB41253	1994	0	0	2082	1182	3720	3272	0	0	0	0	1482	720	0	0	59492	4876	0	0	0	0	0	0	4664	0	22936	280	2560	2900	34160	0	0	0	19550	1960	0
k__Bacteria;p__Firmicutes;c__CFGB9528;o__OFGB9528;f__FGB9528;g__GGB28456;s__GGB28456_SGB41039	9558	35462	108054	0	0	0	0	23292	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB9517;o__OFGB9517;f__FGB9517;g__GGB28437;s__GGB28437_SGB41020	0	0	8460	0	0	6544	2202	0	9238	0	1190	0	32064	0	4312	5148	0	4288	506	0	1336	0	0	0	798	7730	0	0	0	2994	11040	0	0	1592	0	0
k__Bacteria;p__Firmicutes;c__CFGB9516;o__OFGB9516;f__FGB9516;g__GGB28433;s__GGB28433_SGB41016	236	67116	0	21786	11558	56940	18084	8588	11012	2650	1966	3908	21558	22682	49190	7156	33852	15560	6640	6954	0	1898	8844	3408	482	24056	60790	3908	4214	7444	4326	0	22710	6876	4802	0
k__Bacteria;p__Firmicutes;c__CFGB9516;o__OFGB9516;f__FGB9516;g__GGB28431;s__GGB28431_SGB41014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB9516;o__OFGB9516;f__FGB9516;g__GGB28428;s__GGB28428_SGB41011	31552	82824	62564	70692	23004	91568	9236	1454	1870	25832	13540	15762	62304	1266	34290	34812	27858	26504	19678	1484	1916	2210	898	19396	3284	2914	7368	5310	25984	452	7586	0	1802	20848	94	0
k__Bacteria;p__Firmicutes;c__CFGB9512;o__OFGB9512;f__FGB9512;g__GGB28398;s__GGB28398_SGB40979	0	86720	164188	51850	16400	31056	14498	3274	5488	0	3034	75668	1260	644	17462	172	43006	4242	0	13402	0	0	1432	0	3194	2784	10064	1384	98120	150	0	0	1402	194	3972	2296
k__Bacteria;p__Firmicutes;c__CFGB9512;o__OFGB9512;f__FGB9512;g__GGB28396;s__GGB28396_SGB40977	0	6388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB9512;o__OFGB9512;f__FGB9512;g__GGB28394;s__GGB28394_SGB40974	4914	1700	4638	3044	0	0	3552	2226	1834	1498	5928	3266	3506	0	7424	0	1034	1110	4192	5564	0	0	4080	3574	0	114	1498	1080	3942	2314	1070	0	5660	1986	40	0
k__Bacteria;p__Firmicutes;c__CFGB9512;o__OFGB9512;f__FGB9512;g__GGB28392;s__GGB28392_SGB40972	7354	1944	0	2520	13886	7732	10466	0	0	0	320	4484	25834	12878	352	337446	122	968	1776	0	0	8470	0	13016	11580	0	2200	53970	0	0	0	0	0	0	3416	0
k__Bacteria;p__Firmicutes;c__CFGB9511;o__OFGB9511;f__FGB9511;g__GGB28387;s__GGB28387_SGB40967	0	78474	118076	10458	0	0	61302	1736	5906	52578	23802	16514	19562	0	73054	0	8518	32682	10652	0	0	710	14572	15148	7186	18798	0	0	6190	0	16710	0	0	26206	3696	0
k__Bacteria;p__Firmicutes;c__CFGB9510;o__OFGB9510;f__FGB9510;g__GGB28386;s__GGB28386_SGB40966	2706	9930	11404	4040	0	9894	2774	2314	360	1974	4346	2584	3960	3604	2404	0	1338	1358	1154	1020	3014	0	4376	674	0	624	7344	0	1390	674	2606	0	6524	6866	3556	0
k__Bacteria;p__Firmicutes;c__CFGB9508;o__OFGB9508;f__FGB9508;g__GGB28383;s__GGB28383_SGB40963	0	21886	148714	74800	0	0	0	0	0	0	0	0	0	10870	23354	0	0	0	0	4642	680	0	0	0	0	2704	22098	0	0	0	0	0	7942	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB9508;o__OFGB9508;f__FGB9508;g__GGB28382;s__GGB28382_SGB40962	0	0	11912	1602	0	0	0	0	0	0	0	0	0	0	61134	142	0	0	0	0	0	0	0	0	11684	23416	0	18652	0	0	0	0	0	6692	0	0
k__Bacteria;p__Firmicutes;c__CFGB9506;o__OFGB9506;f__FGB9506;g__GGB28379;s__GGB28379_SGB40959	0	21852	74562	3232	1046	0	24494	151100	53134	152996	8088	37810	0	5062	16860	0	6226	56898	82024	93340	2890	1410	152056	65066	0	65990	10658	7660	28410	24226	24266	0	198256	150866	105296	0
k__Bacteria;p__Firmicutes;c__CFGB9495;o__OFGB9495;f__FGB9495;g__GGB28356;s__GGB28356_SGB40934	0	158974	0	0	0	0	0	9450	0	0	0	0	87242	17896	0	0	0	0	0	9410	0	0	0	0	20092	0	43784	0	0	0	0	0	362	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB9479;o__OFGB9479;f__FGB9479;g__GGB28330;s__GGB28330_SGB40904	7712	0	0	28782	8304	29712	0	362	2006	3162	213112	258696	36984	426	0	0	103978	14560	604	9578	3770	2268	51882	40440	2408	3984	27976	7400	67420	0	9948	0	27688	3484	62604	40264
k__Bacteria;p__Firmicutes;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28904;s__GGB28904_SGB41596	5768	76062	51714	82966	0	8518	13096	22496	22516	26404	176224	64432	117762	116104	1556	68162	60346	2364	43228	3696	0	14292	63088	6530	22740	38904	366528	23898	7946	4868	82448	0	77470	45968	31988	90
k__Bacteria;p__Firmicutes;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28903;s__GGB28903_SGB41594	16208	117204	42706	33096	13114	9874	185106	21008	5238	64012	87452	200194	631654	527502	37314	163376	670196	27906	180630	20422	12772	61896	13478	47114	142276	59362	193042	116632	458136	47540	24418	0	57768	28370	174014	1624
k__Bacteria;p__Firmicutes;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28893;s__GGB28893_SGB41574	111194	65720	922768	180146	143556	140368	15286	136284	6122	17532	90036	5250	221660	13290	126662	45024	60524	121696	89628	36248	7188	946	4184	8476	4946	2468	120894	10250	69920	60912	8904	0	74288	20862	44762	1970
k__Bacteria;p__Firmicutes;c__CFGB8123;o__OFGB8123;f__FGB8123;g__GGB28959;s__GGB28959_SGB41668	4714	21942	0	17834	16962	16724	17044	0	250	0	0	25160	43798	12376	31076	35388	55706	21908	7280	56740	5792	10636	734	25318	20012	17778	191876	14108	13724	2630	2826	0	14602	59504	22020	0
k__Bacteria;p__Firmicutes;c__CFGB8123;o__OFGB8123;f__FGB8123;g__GGB28956;s__GGB28956_SGB41665	12802	14734	122878	11028	32438	4822	56780	22128	10516	20590	59386	37116	276928	142824	39948	12486	35000	6100	111496	46778	59466	91922	74662	123704	46342	22036	366226	100056	57316	4184	142206	0	133168	18212	105416	37496
k__Bacteria;p__Firmicutes;c__CFGB8123;o__OFGB8123;f__FGB8123;g__GGB25052;s__GGB25052_SGB36974	109262	348096	2876956	531028	47408	72158	107558	88734	14912	33040	55248	139740	283258	15502	157954	134932	24962	138872	29212	17026	240428	70904	21958	5802	40090	250390	27168	84360	107686	38132	21030	510678	50286	61110	89758	13712
k__Bacteria;p__Firmicutes;c__CFGB3507;o__OFGB3507;f__FGB3507;g__GGB42579;s__GGB42579_SGB59774	0	282	0	0	0	0	0	334	866	0	0	3084	4226	1080	4944	9452	0	0	0	0	0	0	0	9150	0	0	0	0	0	3700	0	0	4262	8776	2300	0
k__Bacteria;p__Firmicutes;c__CFGB31439;o__OFGB31439;f__FGB31439;g__GGB47127;s__GGB47127_SGB65054	0	6332	0	1542	0	8008	17606	13000	9960	10410	11420	8094	1208	2948	5078	1856	2090	5696	6874	8120	3266	6890	4664	12184	1448	27498	25638	17036	3630	8800	10944	0	26636	16538	7046	0
k__Bacteria;p__Firmicutes;c__CFGB28941;o__OFGB28941;f__FGB28941;g__GGB42619;s__GGB42619_SGB59815	0	0	0	50934	0	16656	33990	3282	1078	0	1504	11070	0	23262	11140	10098	54078	33522	0	10024	290	21882	0	3868	10254	109780	7934	3590	92258	34094	2978	0	13676	0	3316	606
k__Bacteria;p__Firmicutes;c__CFGB28800;o__OFGB28800;f__FGB28800;g__GGB42586;s__GGB42586_SGB59781	51470	211310	23172	66568	46988	72484	139936	36404	0	54588	6642	26744	315202	5480	170882	149252	141396	79652	28502	7456	26874	65806	390	31600	48186	78458	6782	32642	89722	34016	488	450	3074	0	1796	0
k__Bacteria;p__Firmicutes;c__CFGB28755;o__OFGB28755;f__FGB28755;g__GGB42598;s__GGB42598_SGB59794	0	0	0	0	0	0	0	0	0	0	1506	0	21582	0	0	33332	0	0	0	0	142604	4746	0	34816	0	673416	0	0	0	0	0	0	0	30950	5146	0
k__Bacteria;p__Firmicutes;c__CFGB28398;o__OFGB28398;f__FGB28398;g__GGB42344;s__GGB42344_SGB59512	7090	5520	40546	10442	10006	11330	51966	3090	0	0	808	708	1314	0	1102	0	3196	7106	10316	636	0	0	0	1298	0	0	3956	0	1508	0	2564	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__CFGB28398;o__OFGB28398;f__FGB28398;g__GGB42343;s__GGB42343_SGB59511	11652	35032	17238	8704	2378	12056	38214	19800	9788	0	16714	18414	16610	1838	2864	1198	10466	13468	6848	1462	968	2450	2152	8740	1618	2562	5120	4450	5386	494	8150	0	17000	3780	5472	1474
k__Bacteria;p__Firmicutes;c__CFGB11371;o__OFGB11371;f__FGB11371;g__GGB33432;s__GGB33432_SGB65123	0	1558	2990	137234	0	0	416	23850	584360	925668	0	0	75624	172826	6988	2672	80912	70964	1762198	959176	5852	646500	481736	879960	404926	90230	55658	113712	6368	44408	1384622	82380	3028220	1003260	942232	1516302
k__Bacteria;p__Firmicutes;c__CFGB10349;o__OFGB10349;f__FGB10349;g__GGB31853;s__GGB31853_SGB45233	7010	25660	248938	7254	68840	25082	1186	0	918	0	5438	996	13408	0	2850	582	0	0	88900	2846	6180	17392	1128	0	0	59856	1180	198	0	0	2488	0	4932	35778	19886	0
k__Bacteria;p__Firmicutes;c__CFGB10348;o__OFGB10348;f__FGB10348;g__GGB31851;s__GGB31851_SGB45231	15116	5112	0	301292	0	0	3994	10650	6560	1880	2594	0	0	14962	0	0	144268	8318	0	0	4218	5862	0	11302	0	0	11372	18736	55428	18056	8042	0	6118	196048	0	1116
k__Bacteria;p__Firmicutes;c__CFGB10348;o__OFGB10348;f__FGB10348;g__GGB31851;s__GGB31851_SGB45230	136222	70128	1169406	82884	405132	638016	571398	391190	76374	220656	1395618	1558498	259302	361208	54668	539782	504500	69022	44590	257334	457142	249114	448	94646	4954	9748	851630	1598	320804	381278	19012	184424	410492	254086	607002	281664
k__Bacteria;p__Firmicutes;c__CFGB10348;o__OFGB10348;f__FGB10348;g__GGB31850;s__GGB31850_SGB45228	0	172674	10346	5252	15338	0	123362	36746	0	2772	87020	85266	164392	49088	347122	379294	0	108404	106022	7034	0	0	181934	160918	64276	185664	0	176628	301644	1420	202356	0	782	0	18240	0
k__Bacteria;p__Firmicutes;c__CFGB10340;o__OFGB10340;f__FGB10340;g__GGB31701;s__GGB31701_SGB45057	9026	67364	0	41832	1234	3004	40578	59074	22512	27660	32466	28168	39192	21146	28812	40628	25282	0	74172	25892	5382	25702	47398	46436	71974	55422	65472	105204	21774	37882	41644	0	67046	71344	48756	5322
k__Bacteria;p__Firmicutes;c__CFGB10299;o__OFGB10299;f__FGB10299;g__GGB31440;s__GGB31440_SGB44770	38342	21658	35186	43960	0	109788	95028	17686	14092	9336	19948	395702	22710	912	0	61614	9594	123440	287066	252	2586	4274	1388	81450	3250	0	0	81896	16036	66008	0	0	0	990	4154	0
k__Bacteria;p__Firmicutes;c__CFGB10299;o__OFGB10299;f__FGB10299;g__GGB31439;s__GGB31439_SGB44769	2902	25766	9380	42490	1880	12232	34492	52014	15992	28382	22390	40502	19994	10268	40472	41998	12722	47492	65026	11390	5412	4250	18918	52632	45660	21566	32516	76962	15738	29288	26512	0	46968	22364	38106	1938
k__Bacteria;p__Firmicutes;c__CFGB10299;o__OFGB10299;f__FGB10299;g__GGB31438;s__GGB31438_SGB44768	96378	75206	322450	229950	11720	41754	228568	143690	94144	78830	85180	143394	127078	195748	188044	86824	104742	123838	167528	38900	19482	134938	154478	182814	119720	156562	186804	330326	161296	109518	157756	126	61934	87014	114044	30970
k__Bacteria;p__Firmicutes;c__CFGB10253;o__OFGB10253;f__FGB10253;g__GGB31256;s__GGB31256_SGB44562	0	11066	0	15794	0	0	2810	5956	2388	18530	18716	3642	0	8620	10384	36	778	12960	0	1100	4404	438	0	7172	0	10792	0	0	0	5302	5662	0	20524	1034	5142	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_danieliae	6028	31632	5238	3562	42	4128	12234	6840	5108	338	720	824	0	4452	11682	2956	836	10074	6636	11922	12476	12004	18080	20940	5870	5566	4300	20944	510	7600	7736	100186	10556	4776	2204	6418
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_reuteri	3127730	7524318	975130	1154482	213108	5475632	1399374	2875946	402984	694350	830954	411452	712116	326250	1430980	625484	818298	3329034	1100850	1609552	2715088	2501084	2888874	2270824	1504334	250330	111692	3268824	1164268	1336908	1428204	5404490	392762	665506	502022	1907720
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_murinus	787574	4053896	187064	411210	266004	20556524	1736348	598668	448800	48108	136514	995884	371464	47316	961634	306326	133046	2489766	159116	441304	2362526	366474	792360	913648	295740	158934	59432	842802	196560	1004020	154088	18557406	281234	96552	206754	3520554
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_taiwanensis	5581120	8553356	2276800	1718264	527204	2589074	1554620	3634348	510328	742872	1074032	304304	646208	267206	1205506	783250	1175334	3692370	1327866	2032292	2762212	2798644	2795318	1999474	1666650	429038	201464	1328964	2452994	2088494	1774796	8819716	797352	963124	569888	1037280
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia_tabacinasalis	0	2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	12156	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces;s__Thermoactinomyces_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_nepalensis	0	19916	0	0	0	0	0	1074	0	0	0	0	0	0	0	0	670	15494	0	0	0	0	4388	12406	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus_lentus	0	18362	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus;s__Jeotgalicoccus_halotolerans	0	15202	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2704	0	0	0	0	1572	49240	0	0	0
k__Bacteria;p__Candidatus_Saccharibacteria;c__CFGB9318;o__OFGB9318;f__FGB9318;g__GGB27480;s__GGB27480_SGB39776	206	2450	9206	3220	240	3198	102	4536	52	480	660	498	1358	686	6572	1414	4856	3958	0	0	0	1300	1480	4024	12380	0	0	1630	790	2578	554	0	0	4240	2730	0
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB10197;o__OFGB10197;f__FGB10197;g__GGB31108;s__GGB31108_SGB44379	272	25862	31842	64126	0	0	1812	38266	7558	29308	69710	30478	4082	22312	30704	13384	18556	9118	13654	24412	1928	872	14406	78806	2330	42918	36226	49862	29336	22966	20832	0	82220	40778	31098	0
k__Bacteria;p__Bacteroidetes;c__CFGB9395;o__OFGB9395;f__FGB9395;g__GGB27929;s__GGB27929_SGB40368	371546	354034	246994	589850	74558	434264	154050	187488	118844	77940	74566	69904	69538	56526	82550	37986	117506	299082	190882	32348	256986	151580	89044	300480	469804	238942	65314	334526	54726	344536	96136	172576	94484	216720	120396	111646
k__Bacteria;p__Bacteroidetes;c__CFGB9388;o__OFGB9388;f__FGB9388;g__GGB27866;s__GGB27866_SGB40300	899546	1934418	611198	605198	170878	1239102	626072	814574	360128	189122	476178	362836	264362	110980	181770	308492	183222	650444	337542	150012	394866	542998	394124	341450	236748	167112	101008	257810	112286	387182	231044	4242	246828	233638	140888	39558
k__Bacteria;p__Bacteroidetes;c__CFGB9384;o__OFGB9384;f__FGB9384;g__GGB27861;s__GGB27861_SGB40295	88304	113860	60018	92148	8892	59122	54434	103532	48570	30806	34036	25716	19204	8786	18610	24946	22130	51502	38146	10016	42112	50638	43738	49472	48520	43526	20318	50484	9458	65596	56122	5142	36756	38940	26366	24352
